CancerType	Family	Subfamily	NormalCounts	CancerCounts
LUSC	SINE	AluY	0.050,3.529,0.322,0.090,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000	0.221,0.760,0.015,0.181,0.105,0.175,0.571,0.032,0.302,0.325,0.234,0.2,0.190,0.353,0.162,0.111,0.255,0.113,0.333,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
LUSC	SINE	SVA_B	0.770,0.128,0.166,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000	0.191,0.179,0.133,0.466,0.030,0.139,0.546,0.095,0.152,0.221,0.543,2.286,0.354,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
LUSC	SINE	SVA_C	0.953,0.128,0.723,0.029,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000	0.520,0.380,0.347,0.329,0.030,0.137,0.991,0.092,0.111,0.221,1.096,0.106,0.132,0.271,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
LUSC	SINE	AluYb3a2	0.147,1.406,0.329,0.048,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000	1.697,0.422,0.359,0.2,0.419,0.193,0.445,0.302,0.429,0.111,0.163,0.083,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
LUSC	SINE	AluYb3a1	0.432,3.549,0.279,0.081,0.124,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000	1.384,0.278,0.125,0.181,0.421,0.418,0.133,0.158,0.247,0.325,0.204,0.2,0.067,0.222,0.8,0.030,0.111,0.691,0.130,0.113,0.083,0.264,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
LUSC	SINE	AluYb9	1.383,0.403,0.270,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000	1.094,0.394,1.307,0.205,0.843,0.588,0.703,0.416,0.172,0.557,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
LUSC	SINE	AluYb8	1.638,0.122,0.247,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000	1.692,0.062,0.435,0.099,0.177,0.060,0.249,0.220,0.088,0.792,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
OV	L1	L1PREC1	0.056,0.022,0.056,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000	0.053,0.764,2.166,1.179,1.272,0.548,1.328,0.206,0.104,1.092,0.239,0.298,0.346,0.016,0.360,0.130,0.379,0.422,0.150,0.811,0.219,1.641,0.804,0.349,0.054,0.073,0.607,0.153,0.410,0.953,1.165,0.022,0.670,1.605,0.377,0.531,0.909,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
OV	L1	L1HS	0.911,0.501,0.188,0.145,0.071,1.420,0.923,0.4,0.352,0.717,0.776,0.409,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000	1.667,0.624,15.23,10.11,36.62,5.990,10.93,5.258,1.583,3.080,1.696,0.413,0.312,0.919,1.783,1.444,0.218,9.555,0.834,6.391,4.030,1.590,2.835,2.643,9.411,2.523,2.087,2.884,2.920,0.681,3.183,3.997,22.61,10.33,2.022,7.979,2.161,5.766,4.167,47.16,5.002,0.515,2.348,0.000,0.000,0.000
OV	L1	L1PA3	0.188,0.120,0.727,0.2,0.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000	0.641,0.097,3.088,0.904,3.387,0.102,0.932,0.952,0.484,0.191,1.402,0.570,0.380,0.827,0.596,0.095,1.289,0.396,1.123,0.375,0.462,0.043,0.744,3.214,1.557,0.567,0.580,0.056,0.017,1.202,2.402,1.083,0.083,1.508,0.578,2.540,3.173,1.363,1.273,0.000,0.000,0.000,0.000,0.000,0.000,0.000
OV	L1	L1PA2	0.220,0.154,0.046,0.5,0.143,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000	0.651,0.080,3.131,0.803,8.349,0.358,1.508,1.058,1.507,0.105,2.804,1.041,0.197,0.902,1.262,0.302,1.988,0.136,1.207,1.128,0.057,0.185,0.273,4.349,1.601,0.721,0.931,0.256,0.039,0.894,5.767,1.646,0.327,1.027,0.493,1.537,7.323,1.262,0.730,0.000,0.000,0.000,0.000,0.000,0.000,0.000
OV	L1	L1PA5	0.188,0.077,0.2,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000	0.054,0.192,0.275,0.439,0.739,0.472,0.172,0.180,0.147,0.355,0.228,0.377,0.363,0.560,0.165,0.415,0.036,0.307,0.024,0.253,0.289,0.063,0.183,0.184,1.502,1.121,0.037,1.331,0.123,1.224,0.106,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
OV	L1	L1PA4	0.188,0.096,0.2,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000	0.285,0.350,1.695,0.563,2.245,0.583,0.353,0.507,0.147,0.403,1.037,0.333,0.199,0.610,0.778,0.184,0.653,0.130,0.412,0.262,0.534,0.173,1.515,1.011,0.292,0.049,0.003,0.326,0.859,2.743,0.081,1.164,0.239,2.421,1.656,1.644,0.258,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
OV	L1	L1PA7	0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000	0.621,0.921,0.243,0.048,0.082,0.320,0.067,0.389,0.792,0.680,0.616,0.370,0.190,0.319,0.370,0.477,0.789,0.109,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
OV	L1	L1PA8	0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000	0.057,0.168,0.777,0.205,0.048,0.531,0.049,0.067,0.307,0.782,0.138,0.349,0.467,0.406,0.370,0.564,0.342,0.108,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
OV	L1	L1PA6	0.040,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000	0.191,0.338,0.649,0.251,0.372,0.218,0.083,0.050,0.132,0.165,0.200,0.088,0.155,0.408,0.207,0.235,0.094,0.479,0.039,0.096,0.162,0.005,0.381,0.669,0.843,0.585,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
OV	L1	L1	0.079,0.498,0.673,0.905,1.416,0.024,0.5,0.647,0.280,0.590,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000	0.643,1.685,5.798,7.238,4.928,3.433,7.652,5.216,0.839,1.627,4.281,0.689,1.040,1.343,2.115,0.198,1.934,0.501,4.792,3.058,1.538,0.715,2.437,2.462,1.325,0.310,1.349,1.448,2.587,2.981,0.480,3.892,0.461,6.628,1.787,6.108,3.963,2.544,2.648,0.484,1.273,0.000,0.000,0.000,0.000,0.000
OV	SINE	AluYa1	0.029,0.608,0.166,0.214,0.147,0.097,0.090,0.127,0.099,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000	0.115,0.343,0.027,0.153,0.250,0.158,0.329,0.071,0.528,0.919,0.550,0.637,0.202,0.308,0.142,0.454,0.088,0.116,0.202,0.400,0.108,0.415,0.079,0.212,0.304,0.064,0.094,0.114,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
OV	SINE	AluYa4	0.371,0.603,0.234,0.235,0.384,0.216,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000	0.226,0.5,0.467,0.090,0.267,0.312,0.211,0.628,0.160,0.266,0.890,0.115,0.491,0.213,0.142,0.447,0.264,0.286,0.457,0.349,0.111,0.154,0.474,0.491,0.371,0.076,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
OV	SINE	AluYa8	0.165,0.401,0.073,0.556,0.210,0.366,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000	0.180,0.214,0.091,0.412,0.454,0.385,0.408,0.596,0.615,0.707,0.251,0.041,0.127,0.196,0.116,0.151,0.389,0.287,0.100,0.032,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
OV	SINE	AluYa5	0.433,0.158,0.477,0.060,0.308,0.216,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000	0.311,0.359,0.200,0.274,0.158,0.186,0.129,0.115,0.233,0.243,0.466,0.265,0.385,1.203,0.285,0.440,0.360,0.273,0.158,0.407,0.391,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
OV	SINE	AluYc1	0.157,0.166,0.181,0.117,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000	0.328,0.181,0.561,0.2,0.423,0.026,0.037,0.218,0.302,0.111,0.082,0.124,0.384,0.500,0.088,0.030,0.333,0.217,0.434,0.169,0.125,0.076,0.086,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
OV	SINE	SVA_D	0.25,0.093,0.206,0.442,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000	0.236,0.247,0.295,0.1,0.163,0.083,0.959,0.632,0.799,0.377,0.202,0.668,0.276,0.153,0.065,0.164,0.456,0.255,0.244,0.386,0.609,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
OV	SINE	SVA_F	0.2,0.093,0.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000	0.017,0.790,0.163,0.166,0.709,0.131,0.330,0.013,0.259,0.047,0.155,0.152,0.862,0.857,0.081,0.027,0.132,0.092,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
OV	SINE	AluY	0.166,0.117,0.127,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000	0.217,0.343,0.181,0.181,0.069,0.489,0.358,0.039,0.239,0.132,0.199,0.086,0.397,0.245,0.142,0.125,0.654,0.044,0.313,0.337,0.328,0.559,0.437,0.428,0.064,0.170,0.172,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
OV	SINE	SVA_C	0.25,0.093,0.229,0.308,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000	0.324,0.692,0.204,0.2,0.163,0.464,0.503,0.468,0.321,0.259,0.155,0.175,0.027,0.170,0.139,0.186,0.097,0.190,0.032,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
OV	SINE	AluYb3a1	0.027,0.019,0.286,0.100,0.133,0.058,0.203,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000	0.429,0.897,0.006,0.069,0.699,0.158,0.100,0.471,0.085,0.422,0.073,0.293,0.531,0.359,0.156,0.533,0.907,0.075,0.108,0.299,0.488,0.429,0.340,0.094,0.167,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
OV	SINE	AluYb9	0.323,0.335,0.686,0.197,0.450,0.693,0.232,0.340,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000	0.227,0.383,0.427,0.457,0.379,0.761,0.307,1.246,0.979,0.126,1.951,0.320,0.937,0.356,0.316,0.388,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
OV	SINE	AluYb8	0.420,0.531,0.089,0.036,0.058,0.901,0.115,0.440,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000	0.731,0.604,0.584,0.485,0.111,0.188,0.175,0.630,0.228,0.124,2.441,0.408,0.579,0.478,0.567,0.556,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
SARC	L1	L1	0.058,0.666,0.520,0.666,0.045,243.4,0.117,0.498,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000	3.756,0.127,2.640,3.563,2.311,1.941,7.088,0.653,0.993,6.627,0.688,13.18,1.214,0.875,0.021,8.597,7.427,8.012,6.623,4.048,1.686,9.486,30.84,1.673,2.550,0.341,1.576,3.827,0.792,0.408,0.000,0.000,0.000,0.000,0.000,0.000
SARC	L1	L1PB2c	2.154,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000	1.0,2.103,0.010,0.168,0.002,0.060,0.034,2.370,0.008,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
SARC	L1	L1PREC2	0.008,4.222,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000	0.002,0.014,0.009,0.005,0.062,0.012,0.008,0.206,1.208,0.581,0.045,0.310,0.011,0.007,0.141,0.987,0.125,0.175,0.021,0.114,0.013,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
SARC	L1	L1PREC1	0.991,0.25,0.012,84.07,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000	0.187,0.130,0.301,1.122,0.036,2.356,0.012,3.985,0.061,1.955,0.636,1.588,0.794,0.821,0.263,0.587,2.435,2.841,7.217,0.737,0.356,0.020,0.741,0.330,0.346,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
SARC	L1	L1HS	0.941,0.333,0.392,0.083,0.488,195.3,0.877,0.501,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000	3.015,0.872,4.538,10.98,4.421,1.016,8.455,0.346,1.184,0.494,0.217,5.969,2.697,13.70,1.022,0.929,1.311,4.571,2.983,6.846,3.368,4.555,2.728,14.41,28.54,0.691,4.067,0.615,0.562,2.660,0.281,1.298,5.157,0.000,0.000,0.000
SARC	L1	L1PA3	0.142,22.95,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000	1.195,0.498,0.627,0.826,0.096,0.595,0.340,0.794,0.136,0.939,0.438,1.735,0.026,0.342,0.787,0.950,0.291,1.807,0.555,1.374,0.014,1.813,4.558,0.227,0.194,0.059,0.120,0.800,0.312,0.000,0.000,0.000,0.000,0.000,0.000,0.000
SARC	L1	L1PA5	0.009,18.96,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000	0.351,0.559,0.483,0.338,0.824,0.231,0.055,0.354,1.783,0.073,1.313,1.293,0.858,1.057,0.351,1.318,0.891,0.634,0.512,2.593,4.887,1.061,0.774,0.603,0.169,0.591,0.524,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
SARC	L1	L1PA4	0.084,20.61,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000	0.415,1.317,0.792,0.340,0.756,0.231,0.083,0.245,1.149,0.488,2.686,0.295,0.688,0.417,1.029,1.206,2.771,1.633,1.061,1.066,3.884,6.579,0.771,0.199,1.155,0.794,0.553,1.092,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
SARC	L1	L1PA7	0.012,11.81,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000	0.030,0.117,0.163,0.514,1.600,0.057,0.247,2.607,0.544,0.664,0.106,1.144,1.127,0.638,0.305,0.021,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
SARC	L1	L1PA6	16.36,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000	0.190,0.078,0.057,0.590,0.2,1.449,1.342,0.879,0.673,1.115,0.335,0.954,1.005,1.142,0.369,1.737,1.489,0.083,0.048,0.259,0.168,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
